0.060929753	0.012253555	-0.004897088	-0.012847829	0.01227742	-0.009465831	-0.013569043	-0.017637575	-0.08998683	-0.006838195	-0.058165092	-0.0043702764	-0.00910473	0.030382922	0.03512788	-0.06684895
-0.0012729893	-0.24435492	0.09531787	-0.08537522	0.19132559	0.109224774	0.11002783	0.12864642	0.050102964	-0.16002454	-0.15540029	-0.13518211	-0.187324	-0.07351621	0.20269823	-0.20297137
0.109769024	-0.14403123	0.04980996	-0.052238468	0.06733076	0.0018809	-0.018089853	-0.032127738	-0.09609139	-0.040600777	-0.23403297	-0.008590221	-0.04849639	0.03132553	0.094563715	-0.13454337
-0.017822944	0.02615286	0.020089779	0.047140513	0.022625636	0.012790289	-0.020727409	0.038862493	0.0047824867	0.012018479	-0.021824373	-0.028049052	-0.019805897	-0.007697068	-0.017436266	-0.042167902
0.21895409	-0.11916847	-0.022294145	0.049042124	0.015670078	-0.056827366	-0.07633548	-0.11350639	-0.25318867	0.041468255	-0.06846054	0.08319724	0.036197193	0.06462514	0.063203774	-0.042849988
0.18625237	0.021085743	-0.1259353	0.16434325	-0.11937499	-0.112991445	-0.12431946	-0.18143238	-0.21163806	0.15550196	-0.011379321	0.07184332	0.06854469	0.0917833	-0.035066366	-0.0061660507
0.23783301	-0.11017829	0.010226517	-0.048773028	-0.013803844	-0.012580333	-0.06610763	-0.07819136	-0.14420173	-0.023916584	-0.13362542	-0.019070284	-0.015574799	0.045243245	0.03071594	-0.09157986
0.07352615	-0.1858752	0.038998596	-0.051550873	0.039625168	0.059189744	-0.022583961	-0.05127979	-0.14534146	-0.030899271	-0.1679105	-0.01902213	-0.046257958	0.027799921	0.1552161	-0.15933633
0.18895426	-0.11439163	0.046779484	-0.05593402	0.027052635	-0.026822759	0.035616856	-0.05101113	-0.1718413	-0.051858503	-0.18202277	-0.0024326104	-0.017806286	0.026823727	0.10404157	-0.13788697
0.18077154	-0.074697085	-0.05510198	0.10058076	-0.057073135	-0.052026793	-0.13420302	-0.16465405	-0.22742952	0.05821414	-0.013844968	0.113624156	0.051589962	0.09644398	-0.004711573	-0.023466699
0.17294121	-0.09038143	-0.0018413602	-0.048427768	0.07828156	0.077484004	0.0035803777	0.0013815587	-0.15567096	-0.08841635	-0.15181294	-0.05915562	-0.06972894	-0.019150648	0.079773866	-0.08126709
0.114602946	-0.13644706	-0.047762282	0.025931757	-0.0014888798	0.012569361	-0.06826312	-0.06457299	-0.15237589	0.011100997	-0.09533239	0.052309964	-0.03168359	0.04465103	0.10478549	-0.074916504
0.28335923	0.08995909	-0.106120795	0.15466124	-0.17112792	-0.2341909	-0.11300657	-0.23059854	-0.27441862	0.12304711	0.01972333	0.10408523	0.1470624	0.20412438	-0.14129472	0.1005561
0.21961585	-0.041153274	-0.015582619	0.06365559	-0.015854578	-0.087230325	-0.0874151	-0.059311353	-0.16723263	0.028064396	-0.013443303	0.020584123	0.042690117	0.078469716	-0.015989974	-0.0348876
